transaction_id,batch_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
"TX026","BATCH011","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","GERMANY","20","3/15/2022","3/17/2022","3/25/2022","RECEIVED","1c5c782336e964510397502b1dde725238ec82cff5ca8daf22f7a0b15c826baf","06829ed10eb6079200051b8ddf5dd05aa9ed60b5f626fee509a18443ed48165b"
"TX027","BATCH011","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","GERMANY","20.47","3/18/2022","3/20/2022","3/28/2022","RECEIVED","06829ed10eb6079200051b8ddf5dd05aa9ed60b5f626fee509a18443ed48165b","24bdb563b512074995ab639340f75c7e623e4ced5424b061b5d925dd09943efd"
"TX028","BATCH012","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","35","3/20/2022","3/22/2022","3/30/2022","RECEIVED","24bdb563b512074995ab639340f75c7e623e4ced5424b061b5d925dd09943efd","5160b92b0537b47d0831a4feb62a341f6384ae7cfcdc3d9e77d53499c28e931e"
"TX029","BATCH012","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","35.82","3/23/2022","3/25/2022","04/02/2022","RECEIVED","5160b92b0537b47d0831a4feb62a341f6384ae7cfcdc3d9e77d53499c28e931e","1dc2cc39a7518762ddaf69ecb4cd3dc0cf77b0b071a0b4bce0b371c8940765ec"
"TX030","BATCH013","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","80","3/25/2022","3/27/2022","04/05/2022","RECEIVED","1dc2cc39a7518762ddaf69ecb4cd3dc0cf77b0b071a0b4bce0b371c8940765ec","f587af04b410b7927fd5a409aee3c3321a7bf7f42e396668223564c45830da9b"
"TX031","BATCH013","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","81.88","3/28/2022","3/30/2022","04/08/2022","RECEIVED","f587af04b410b7927fd5a409aee3c3321a7bf7f42e396668223564c45830da9b","e2975bb135b39d1eadccb046dcf3c965e90ee7860d3059417a77a20e8bf3be49"
"TX032","BATCH014","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","100","04/01/2022","04/03/2022","04/10/2022","RECEIVED","e2975bb135b39d1eadccb046dcf3c965e90ee7860d3059417a77a20e8bf3be49","cd25b23db10058997792876a61a409b0c3023cda4039ea3e40f84d1702264683"
"TX033","BATCH014","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","120","04/04/2022","04/06/2022","4/13/2022","RECEIVED","cd25b23db10058997792876a61a409b0c3023cda4039ea3e40f84d1702264683","81af114b8b712bd6680a058d35db725820fd33b7b808fd6988d996e10e7f8e05"
"TX034","BATCH014","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","90","04/07/2022","04/09/2022","4/16/2022","RECEIVED","81af114b8b712bd6680a058d35db725820fd33b7b808fd6988d996e10e7f8e05","f349f3b53b79c9ef2ab1615413e2e211fb6d37b5c51583efd8507962e7d56cec"
"TX035","BATCH014","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","62.96","04/10/2022","04/12/2022","4/18/2022","RECEIVED","f349f3b53b79c9ef2ab1615413e2e211fb6d37b5c51583efd8507962e7d56cec","59345bc7eb3692fad81641e2fdc387c73884c23ad5c8ac216ef7df05afaf9910"
"TX036","BATCH015","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","130","04/05/2022","04/07/2022","4/14/2022","RECEIVED","59345bc7eb3692fad81641e2fdc387c73884c23ad5c8ac216ef7df05afaf9910","c3c2b29e47dd27cd2386daf725fc76903d6c85e1caed5d7b22cba6b5dc5cdf50"
"TX037","BATCH015","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","110","04/08/2022","04/10/2022","4/17/2022","RECEIVED","c3c2b29e47dd27cd2386daf725fc76903d6c85e1caed5d7b22cba6b5dc5cdf50","1a0906e7e1a964387c80019d9291ef4e265acf2e1dc3d8f8d76314fa7c40bc76"
"TX038","BATCH015","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","140","04/11/2022","4/13/2022","4/20/2022","RECEIVED","1a0906e7e1a964387c80019d9291ef4e265acf2e1dc3d8f8d76314fa7c40bc76","dc795e41e6bcc12e7965b01c515c6dc22d9778c9114744f029d21fc27b2a88a7"
"TX039","BATCH015","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","152.77","4/14/2022","4/16/2022","4/23/2022","RECEIVED","dc795e41e6bcc12e7965b01c515c6dc22d9778c9114744f029d21fc27b2a88a7","20939cf4d9b96406319b6e9504d0769f75ac063f15f49feccb69792714f22ef1"
"TX040","BATCH016","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","150","04/10/2022","04/12/2022","4/20/2022","RECEIVED","20939cf4d9b96406319b6e9504d0769f75ac063f15f49feccb69792714f22ef1","430018619f4866bb5104a972b5a15ba30fd6c4e88521f8cb4d0c061b508456c0"
"TX041","BATCH016","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","180","4/13/2022","4/15/2022","4/23/2022","RECEIVED","430018619f4866bb5104a972b5a15ba30fd6c4e88521f8cb4d0c061b508456c0","96739557deb0ae3668efdb065a16e013ef5678d4f21e24181b3494798ed8729d"
"TX042","BATCH016","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","160","4/16/2022","4/18/2022","4/26/2022","RECEIVED","96739557deb0ae3668efdb065a16e013ef5678d4f21e24181b3494798ed8729d","76f03c403597a76bea9f575123594059fe473d2a85f4aeb620aea2a818c4e9be"
"TX043","BATCH016","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","140.11","4/19/2022","4/21/2022","4/29/2022","RECEIVED","76f03c403597a76bea9f575123594059fe473d2a85f4aeb620aea2a818c4e9be","231a58254acee74e71b15c3eea985750070dfa782744e8ee3062a0638f7f30d7"
"TX044","BATCH017","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","200","4/15/2022","4/17/2022","4/25/2022","RECEIVED","231a58254acee74e71b15c3eea985750070dfa782744e8ee3062a0638f7f30d7","d9971e1d0de2b3ae1c46f64840d89cd704beb5cdb43cd1765e735f2cc6318042"
"TX045","BATCH017","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","180","4/18/2022","4/20/2022","4/28/2022","RECEIVED","d9971e1d0de2b3ae1c46f64840d89cd704beb5cdb43cd1765e735f2cc6318042","d6aaddd333666f31fec9e1682a28b2a8457ad19b4e0e5c8f9e2b67c937b76bf4"
"TX046","BATCH017","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","220","4/21/2022","4/23/2022","05/01/2022","RECEIVED","d6aaddd333666f31fec9e1682a28b2a8457ad19b4e0e5c8f9e2b67c937b76bf4","4f77a03348052ede745edf69b1f996f12192ab5aaabfd248d511dcfb1d4a1a01"
"TX047","BATCH017","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","210","4/24/2022","4/26/2022","05/03/2022","RECEIVED","4f77a03348052ede745edf69b1f996f12192ab5aaabfd248d511dcfb1d4a1a01","2e1e50b44ada0ecb9f08f0e6786d962ddcae2f13a9ce23e9fb76d7b6b582274e"
"TX048","BATCH017","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","189.24","4/27/2022","4/29/2022","05/06/2022","RECEIVED","2e1e50b44ada0ecb9f08f0e6786d962ddcae2f13a9ce23e9fb76d7b6b582274e","cec7b24d6b16b68726efcfaa5c9bb3c015fc922e4a4271dc04e65495cd8dc230"
"TX049","BATCH018","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","90","05/01/2022","05/03/2022","05/10/2022","RECEIVED","cec7b24d6b16b68726efcfaa5c9bb3c015fc922e4a4271dc04e65495cd8dc230","29c9ad21582d13bc454dc0142517fd4e0536d01eff1ad45004ba7960a4c21af5"
"TX050","BATCH018","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","110","05/04/2022","05/06/2022","5/13/2022","RECEIVED","29c9ad21582d13bc454dc0142517fd4e0536d01eff1ad45004ba7960a4c21af5","226ec643dc5a829918ff46f3e6b0cc126baf8f928e0432724d85ebcc6c6a7d9f"
"TX051","BATCH018","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","80","05/07/2022","05/09/2022","5/16/2022","RECEIVED","226ec643dc5a829918ff46f3e6b0cc126baf8f928e0432724d85ebcc6c6a7d9f","9516a53ce720b3d3be3679df50eb661bc389a44fd888f340940da2df754e6d5c"
"TX052","BATCH018","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","INDIA","94.33","05/10/2022","05/12/2022","5/18/2022","RECEIVED","9516a53ce720b3d3be3679df50eb661bc389a44fd888f340940da2df754e6d5c","e850d824f664a05c7b8e81eec469eac34a3fb468f6b8ab71af982ff1bdec3d86"
"TX053","BATCH019","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","100","05/05/2022","05/07/2022","5/15/2022","RECEIVED","e850d824f664a05c7b8e81eec469eac34a3fb468f6b8ab71af982ff1bdec3d86","2f250468641fdcbcc37e14a40365a0a0aa8ed8a8c6d1a6387c0c2eb84d26b85e"
"TX054","BATCH019","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","120","05/08/2022","05/10/2022","5/18/2022","RECEIVED","2f250468641fdcbcc37e14a40365a0a0aa8ed8a8c6d1a6387c0c2eb84d26b85e","60d35e634aceeced93eb7505c950a7583fe1aa768d269aa1a684e383c1148f8e"
"TX055","BATCH019","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","90","05/11/2022","5/13/2022","5/21/2022","RECEIVED","60d35e634aceeced93eb7505c950a7583fe1aa768d269aa1a684e383c1148f8e","7d90fc58e1575b250b06a93d1ac814ba847390d90f57805b19a4b35e72b66085"
"TX056","BATCH019","PERKEBUNAN NUSANTARA V","CARGILL","DUMAI","NETHERLANDS","102.66","5/14/2022","5/16/2022","5/24/2022","RECEIVED","7d90fc58e1575b250b06a93d1ac814ba847390d90f57805b19a4b35e72b66085","1ecc46ddb647bf38f20f2de36d73eccaed7036ac4a87e50dbf583a75a57a7de9"
"TX057","BATCH020","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","120","5/20/2022","5/22/2022","5/30/2022","RECEIVED","1ecc46ddb647bf38f20f2de36d73eccaed7036ac4a87e50dbf583a75a57a7de9","db6880dc5c773b2270c886f244f2e802ae0274bab4a67f9ec83d829b4b270a62"
"TX058","BATCH020","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","100","5/23/2022","5/25/2022","06/01/2022","RECEIVED","db6880dc5c773b2270c886f244f2e802ae0274bab4a67f9ec83d829b4b270a62","40f89e335e3679a0564b052620e2be9bc5707de1ac52ea188113696805b31527"
"TX059","BATCH020","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","150","5/26/2022","5/28/2022","06/04/2022","RECEIVED","40f89e335e3679a0564b052620e2be9bc5707de1ac52ea188113696805b31527","1a6dea4f7492f4ac1a73009f0915b9915242f3e3b7a146f4f32565f30dff799a"
"TX060","BATCH020","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","INDIA","221.25","5/29/2022","5/31/2022","06/07/2022","RECEIVED","1a6dea4f7492f4ac1a73009f0915b9915242f3e3b7a146f4f32565f30dff799a","041630f8724c554140364c0521023b5df21431f30396faf664fd3ea04975a215"
"TX061","BATCH021","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","200","06/01/2022","06/03/2022","06/10/2022","RECEIVED","041630f8724c554140364c0521023b5df21431f30396faf664fd3ea04975a215","2e3e65801cce4e779643146f62d78818da3266273707c6f26b09e4b5fee325f9"
"TX062","BATCH021","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","180","06/04/2022","06/06/2022","6/13/2022","RECEIVED","2e3e65801cce4e779643146f62d78818da3266273707c6f26b09e4b5fee325f9","6f0e258bf5e786ae4286c244b0077d43e76f4dc9890fa911b7860c2dc0165f33"
"TX063","BATCH021","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","220","06/07/2022","06/09/2022","6/16/2022","RECEIVED","6f0e258bf5e786ae4286c244b0077d43e76f4dc9890fa911b7860c2dc0165f33","118cd34ea10f46bf0efd701c7593ac5c54c75bb49a3fee97a735c4c90383b873"
"TX064","BATCH021","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","ITALY","751.42","06/10/2022","06/12/2022","6/20/2022","RECEIVED","118cd34ea10f46bf0efd701c7593ac5c54c75bb49a3fee97a735c4c90383b873","be76be7f707f2bef1c166d0f4710c5f6908350883ace2bc30d07beda28337556"
"TX065","BATCH022","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","NETHERLANDS","100","06/05/2022","06/07/2022","6/15/2022","RECEIVED","be76be7f707f2bef1c166d0f4710c5f6908350883ace2bc30d07beda28337556","4f0537dc797e53648443284dafc14a757df5e2364eab8330f38944ed3e16db7f"
"TX066","BATCH022","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","NETHERLANDS","120","06/08/2022","06/10/2022","6/18/2022","RECEIVED","4f0537dc797e53648443284dafc14a757df5e2364eab8330f38944ed3e16db7f","cbdb31cef816393d677e366525d6e263dd7ef27695791dbd50378be3bde67a7a"
"TX067","BATCH022","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","NETHERLANDS","90","06/11/2022","6/13/2022","6/21/2022","RECEIVED","cbdb31cef816393d677e366525d6e263dd7ef27695791dbd50378be3bde67a7a","020691365cc4ce295e57f1727ef6f1effa7a28e87c281ee72acb053ede12c2e1"
"TX068","BATCH022","PERKEBUNAN NUSANTARA III","CARGILL","DUMAI","NETHERLANDS","70.08","6/14/2022","6/16/2022","6/23/2022","RECEIVED","020691365cc4ce295e57f1727ef6f1effa7a28e87c281ee72acb053ede12c2e1","b15053d53db08d3fd5fb639c87c17f748e347528143f383c799100077f3a6d00"
"TX069","BATCH023","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","40","6/15/2022","6/17/2022","6/25/2022","RECEIVED","b15053d53db08d3fd5fb639c87c17f748e347528143f383c799100077f3a6d00","604f28312faf15dfd6993bf9eaca5e9fbb77f653942458d0567ca6b65643e661"
"TX070","BATCH023","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","5.47","6/18/2022","6/20/2022","6/27/2022","RECEIVED","604f28312faf15dfd6993bf9eaca5e9fbb77f653942458d0567ca6b65643e661","b68f58b33dac56016e5087128df7e660460b834e65333651cf73bd2fc5267e98"
"TX071","BATCH024","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","120","6/20/2022","6/22/2022","6/30/2022","RECEIVED","b68f58b33dac56016e5087128df7e660460b834e65333651cf73bd2fc5267e98","1685403d30e485024a02d8d3da42d2bd8554144dc67ff252c3d61e5a78c761ba"
"TX072","BATCH024","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","110","6/23/2022","6/25/2022","07/03/2022","RECEIVED","1685403d30e485024a02d8d3da42d2bd8554144dc67ff252c3d61e5a78c761ba","26010e02697260c7a50f33c9529e63686a086dd03f0c5902342f36a15ca5e173"
"TX073","BATCH024","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","124.49","6/26/2022","6/28/2022","07/06/2022","RECEIVED","26010e02697260c7a50f33c9529e63686a086dd03f0c5902342f36a15ca5e173","087c40f79bc584e75dcd6b01a53844ff22dac6310e3f86c8b0d7b501d2ee4497"
"TX074","BATCH025","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","20","07/01/2022","07/03/2022","07/10/2022","RECEIVED","087c40f79bc584e75dcd6b01a53844ff22dac6310e3f86c8b0d7b501d2ee4497","9db8c4e70b2dd9722a65fc1ae98a6a8f43a05f6846634896b688ce5f0a92d00d"
"TX075","BATCH025","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","7.35","07/04/2022","07/06/2022","07/12/2022","RECEIVED","9db8c4e70b2dd9722a65fc1ae98a6a8f43a05f6846634896b688ce5f0a92d00d","7ea6569a7c76c418c6ebc6b88662981e38b844f4803827a889ae95f8a2563908"
"TX076","BATCH026","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","100","07/05/2022","07/07/2022","7/15/2022","RECEIVED","7ea6569a7c76c418c6ebc6b88662981e38b844f4803827a889ae95f8a2563908","ed2ee306f3889b28806e540766a60fdc05ff13ba5b4a49ba5a9790459901e811"
"TX077","BATCH026","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","110","07/08/2022","07/10/2022","7/18/2022","RECEIVED","ed2ee306f3889b28806e540766a60fdc05ff13ba5b4a49ba5a9790459901e811","1e6be25a055bffea0e8173b5bb8d8db1f7f3af55e1b1d8825ddaef4cac051d54"
"TX078","BATCH026","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","103.16","07/11/2022","7/13/2022","7/20/2022","RECEIVED","1e6be25a055bffea0e8173b5bb8d8db1f7f3af55e1b1d8825ddaef4cac051d54","83b1b832d8de81df1f87947546f84085f3594f01bb6f3177e90f2f1f1b488057"
"TX079","BATCH027","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","30","07/10/2022","07/12/2022","7/20/2022","RECEIVED","83b1b832d8de81df1f87947546f84085f3594f01bb6f3177e90f2f1f1b488057","6798948d74171214a87adf1fee375a6f93cf6a3cddfe2c13b21bf7526bbb4e65"
"TX080","BATCH027","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","18.6","7/13/2022","7/15/2022","7/22/2022","RECEIVED","6798948d74171214a87adf1fee375a6f93cf6a3cddfe2c13b21bf7526bbb4e65","c257994cc40c2e891548d4f77f22380894196c513e7bb2b0ccfc6d455770508f"
"TX081","BATCH028","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","100","7/15/2022","7/17/2022","7/25/2022","RECEIVED","c257994cc40c2e891548d4f77f22380894196c513e7bb2b0ccfc6d455770508f","999c091190dee7e8b81215adfd258a2f90a9a8880f62b97b4d6163faf00d6590"
"TX082","BATCH028","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","NETHERLANDS","84.01","7/18/2022","7/20/2022","7/28/2022","RECEIVED","999c091190dee7e8b81215adfd258a2f90a9a8880f62b97b4d6163faf00d6590","2c4a4036ab6ce7d2dfe64899fdcc5da11617a2957b90b3a811b37061e5335689"
"TX083","BATCH029","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","40","7/20/2022","7/22/2022","7/30/2022","RECEIVED","2c4a4036ab6ce7d2dfe64899fdcc5da11617a2957b90b3a811b37061e5335689","d78495a42ff331e66890aa2e6d5a662bbdaa6af9b870292ea2b0437f23dc068f"
"TX084","BATCH029","PERKEBUNAN NUSANTARA IV","CARGILL","DUMAI","INDIA","8.69","7/23/2022","7/25/2022","08/01/2022","RECEIVED","d78495a42ff331e66890aa2e6d5a662bbdaa6af9b870292ea2b0437f23dc068f","f6f471227a701d325fc15aec7c94d9d1e538fde3f09c0c7d839afb43b3b2d18d"
