transaction_id,batch_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
"TX048","BATCH005","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","75.11","05/08/2021","05/10/2021","5/17/2021","RECEIVED","61d72d69785c85cc8b11ec7bb5fbc27c18902abb33bcbf6d4f440b4ccb4b09bb","d65adbb6db997051a59bf74661f892517625dfb719f48a61ef488c273f3693cf"
"TX049","BATCH005","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","71.74","05/09/2021","05/11/2021","5/18/2021","RECEIVED","d65adbb6db997051a59bf74661f892517625dfb719f48a61ef488c273f3693cf","8a8822c60c5ac060ed659e487d041236cd23231660fca5f38a3b0b3ebdedcef2"
"TX050","BATCH005","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","70.46","05/10/2021","05/12/2021","5/19/2021","RECEIVED","8a8822c60c5ac060ed659e487d041236cd23231660fca5f38a3b0b3ebdedcef2","7798eab893839def354116e8c7a9b57c819326df7be55abb4b8d126b35c3ac80"
"TX051","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","210.57","06/01/2021","06/03/2021","06/10/2021","RECEIVED","7798eab893839def354116e8c7a9b57c819326df7be55abb4b8d126b35c3ac80","cc66ab86cd01db46c876a4a1a121eeb2b4fe33711fc72cbf440efaab9ed965dc"
"TX052","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","200.35","06/02/2021","06/04/2021","06/11/2021","RECEIVED","cc66ab86cd01db46c876a4a1a121eeb2b4fe33711fc72cbf440efaab9ed965dc","984a9ebc7b3a62985c06fcbf6c41a23eda944cc15dd2539d8751a54d1bd728fd"
"TX053","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","190.68","06/03/2021","06/05/2021","06/12/2021","RECEIVED","984a9ebc7b3a62985c06fcbf6c41a23eda944cc15dd2539d8751a54d1bd728fd","20d9701f5e7c21b8124bbfa5ca8882e31c059cc617a2cd39861a14cc3ca1b880"
"TX054","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","180.23","06/04/2021","06/06/2021","6/13/2021","RECEIVED","20d9701f5e7c21b8124bbfa5ca8882e31c059cc617a2cd39861a14cc3ca1b880","8fb4676448f46a89058553e2a7120dba236ebcb05ef8969e3be5b665d8aa0063"
"TX055","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","175.46","06/05/2021","06/07/2021","6/14/2021","RECEIVED","8fb4676448f46a89058553e2a7120dba236ebcb05ef8969e3be5b665d8aa0063","05c3a944ce9c398ea8b05951efbfd7ba2c2b03f4aa10efaceeb5f60e260f797c"
"TX056","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","170.89","06/06/2021","06/08/2021","6/15/2021","RECEIVED","05c3a944ce9c398ea8b05951efbfd7ba2c2b03f4aa10efaceeb5f60e260f797c","6e67840fcc2e3ba82b776f0e7ddfec7dc6b1f45fed1b07cc016ad7d7ec694681"
"TX057","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","160.79","06/07/2021","06/09/2021","6/16/2021","RECEIVED","6e67840fcc2e3ba82b776f0e7ddfec7dc6b1f45fed1b07cc016ad7d7ec694681","b38dbeddc2a5a0cbc7f0ccbf41137a167e3e72f5e95c772dc04ff1cb6813ce8d"
"TX058","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","155.91","06/08/2021","06/10/2021","6/17/2021","RECEIVED","b38dbeddc2a5a0cbc7f0ccbf41137a167e3e72f5e95c772dc04ff1cb6813ce8d","7afb02ed271f81a5fed0b279a1fb601c3072dbc373954ac004c16570e1bae58a"
"TX059","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","150.12","06/09/2021","06/11/2021","6/18/2021","RECEIVED","7afb02ed271f81a5fed0b279a1fb601c3072dbc373954ac004c16570e1bae58a","687a182b97b091a18df971b0fdebe210888fc1e768f625275199a5f2317f5027"
"TX060","BATCH006","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","50.28","06/10/2021","06/12/2021","6/19/2021","RECEIVED","687a182b97b091a18df971b0fdebe210888fc1e768f625275199a5f2317f5027","460adcac8b7c076ba0ab7749c07a67518956b8aacacab5f6709b6d336c673f91"
"TX061","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","10.56","07/01/2021","07/03/2021","07/10/2021","RECEIVED","460adcac8b7c076ba0ab7749c07a67518956b8aacacab5f6709b6d336c673f91","36f5199dc584352d47ef31eca403401bc8c130d3681492b13e59005a43dcb0a3"
"TX062","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","9.89","07/02/2021","07/04/2021","07/11/2021","RECEIVED","36f5199dc584352d47ef31eca403401bc8c130d3681492b13e59005a43dcb0a3","bcf90cc0720b3d4a7b9a2eed16c0d23d3f4d86da2cb0eaff0eec3f31ad6ff6dc"
"TX063","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","9.45","07/03/2021","07/05/2021","07/12/2021","RECEIVED","bcf90cc0720b3d4a7b9a2eed16c0d23d3f4d86da2cb0eaff0eec3f31ad6ff6dc","2f0628da8c4711359d4d9ad66d0caa3ae74e516003443d36d91d03522b35901c"
"TX064","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","9","07/04/2021","07/06/2021","7/13/2021","RECEIVED","2f0628da8c4711359d4d9ad66d0caa3ae74e516003443d36d91d03522b35901c","417e6eb5cebf5f7f4cdf38e6a5e5480b481785145cbbadbaab6b8abce7d8d879"
"TX065","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","8.67","07/05/2021","07/07/2021","7/14/2021","RECEIVED","417e6eb5cebf5f7f4cdf38e6a5e5480b481785145cbbadbaab6b8abce7d8d879","9b1f9374de56914db9adf08cd7e34420c6ed5c71c659c916068d8826f8dbc3e5"
"TX066","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","8.22","07/06/2021","07/08/2021","7/15/2021","RECEIVED","9b1f9374de56914db9adf08cd7e34420c6ed5c71c659c916068d8826f8dbc3e5","3599dab92d3225820f99e2c061421a4a72421f7f67ca5e1b395e9ef355e7f69c"
"TX067","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","7.78","07/07/2021","07/09/2021","7/16/2021","RECEIVED","3599dab92d3225820f99e2c061421a4a72421f7f67ca5e1b395e9ef355e7f69c","18250bb175e1cacd40bc324a990c0decad8e5a8eca85e6f2ac5762f7aa3b31fe"
"TX068","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","7.45","07/08/2021","07/10/2021","7/17/2021","RECEIVED","18250bb175e1cacd40bc324a990c0decad8e5a8eca85e6f2ac5762f7aa3b31fe","00eaf1071ac38204c4768536eccebaa10b4f2ab144c583f3ea29709f4b51f361"
"TX069","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","7.11","07/09/2021","07/11/2021","7/18/2021","RECEIVED","00eaf1071ac38204c4768536eccebaa10b4f2ab144c583f3ea29709f4b51f361","55c05a37fbcac602fdf477ddea491d7fa60d5a1b83047ea3b5c90f720bfe4a3f"
"TX070","BATCH007","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","6.33","07/10/2021","07/12/2021","7/19/2021","RECEIVED","55c05a37fbcac602fdf477ddea491d7fa60d5a1b83047ea3b5c90f720bfe4a3f","baa0feb8468919f9c2a4f085c204f1b24c5df4ca11b41b17eadb785cf9cd961b"
"TX071","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","80.35","08/01/2021","08/03/2021","08/10/2021","RECEIVED","baa0feb8468919f9c2a4f085c204f1b24c5df4ca11b41b17eadb785cf9cd961b","0b15c0788a415e30c95ad3228e3d5154fe069764d4145562fc4626afbddd47b7"
"TX072","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","75.57","08/02/2021","08/04/2021","08/11/2021","RECEIVED","0b15c0788a415e30c95ad3228e3d5154fe069764d4145562fc4626afbddd47b7","7a714bca9c6898242ae421c6a2a9966c121b3fb3248b6e072e308b703ff5eb19"
"TX073","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","72.79","08/03/2021","08/05/2021","08/12/2021","RECEIVED","7a714bca9c6898242ae421c6a2a9966c121b3fb3248b6e072e308b703ff5eb19","26c0d9824940b18af7c9a30b56027d00c23fb4a2d817a5ac300b0978270f3d6f"
"TX074","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","70.23","08/04/2021","08/06/2021","8/13/2021","RECEIVED","26c0d9824940b18af7c9a30b56027d00c23fb4a2d817a5ac300b0978270f3d6f","5d5109cbf7edd651917781da2053805868aca6ae514d350be4dec092f23413de"
"TX075","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","69.89","08/05/2021","08/07/2021","8/14/2021","RECEIVED","5d5109cbf7edd651917781da2053805868aca6ae514d350be4dec092f23413de","8b5861ca4e7ad9c3b12d40ca85c2b6857761bdd65439221b7db37fb22d2d1cc5"
"TX076","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","68.68","08/06/2021","08/08/2021","8/15/2021","RECEIVED","8b5861ca4e7ad9c3b12d40ca85c2b6857761bdd65439221b7db37fb22d2d1cc5","578f69b482b59f044b9ace7b9f0c9163058f8d9de07a6d08b7005eb88dedfe51"
"TX077","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","65.46","08/07/2021","08/09/2021","8/16/2021","RECEIVED","578f69b482b59f044b9ace7b9f0c9163058f8d9de07a6d08b7005eb88dedfe51","0fedd136f2148c6d8030ca01ef50087fd888d40abb4c2d17c469dc1af2f1ad01"
"TX078","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","60.12","08/08/2021","08/10/2021","8/17/2021","RECEIVED","0fedd136f2148c6d8030ca01ef50087fd888d40abb4c2d17c469dc1af2f1ad01","d8ea3cebb0a8ed0f288af6371bfab4e2c26ea5fae80176798e6caa7439fdce07"
"TX079","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","55.91","08/09/2021","08/11/2021","8/18/2021","RECEIVED","d8ea3cebb0a8ed0f288af6371bfab4e2c26ea5fae80176798e6caa7439fdce07","08342474e7cc409337b787d826f1d770306f3a9b79f9c7874513a11c174fd0ad"
"TX080","BATCH008","KARYAINDAH ALAM SEJAHTERA","GIDEON AGRI","GRESIK","INDIA","55","08/10/2021","08/12/2021","8/19/2021","RECEIVED","08342474e7cc409337b787d826f1d770306f3a9b79f9c7874513a11c174fd0ad","6f84c1016721dc30e73817023d2616270a0afa383269edc7575b2de45d9d4409"
