transaction_id,batch_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
"TX014","BATCH003","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","17.6","03/05/2020","03/07/2020","3/14/2020","RECEIVED","a63259d1ca6c0150980822bf50bc1fd6269939b6a7a169b86cc580c957908d28","f45951011438e35d017218b179f49b6436eb56d02449091da8cbf59a45109c11"
"TX015","BATCH003","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","16.4","03/06/2020","03/08/2020","3/15/2020","RECEIVED","f45951011438e35d017218b179f49b6436eb56d02449091da8cbf59a45109c11","d80cb6273b67ee6bca791e4bd56664ecc4a9a5662b6fc8fc336512dbdc085fa9"
"TX016","BATCH003","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","17.1","03/07/2020","03/09/2020","3/16/2020","RECEIVED","d80cb6273b67ee6bca791e4bd56664ecc4a9a5662b6fc8fc336512dbdc085fa9","b1ad4d0afefc7b14e4562bc11c834159f735fd30e1d83443a5c1ddbdebb8fe56"
"TX017","BATCH003","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","18.16","03/08/2020","03/10/2020","3/17/2020","RECEIVED","b1ad4d0afefc7b14e4562bc11c834159f735fd30e1d83443a5c1ddbdebb8fe56","f7634255d88175d749a87adc59bf35aeec677015e90663650debb128e81f9416"
"TX018","BATCH004","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","140.5","04/01/2020","04/03/2020","04/10/2020","RECEIVED","f7634255d88175d749a87adc59bf35aeec677015e90663650debb128e81f9416","cfc0b17df21eed46430e6c55f4d2fa83de897cb1931a979f25f58807abec2c34"
"TX019","BATCH004","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","142.85","04/02/2020","04/04/2020","04/11/2020","RECEIVED","cfc0b17df21eed46430e6c55f4d2fa83de897cb1931a979f25f58807abec2c34","3b08a8a20e95f25bac1ea9d004edb1d1511a37a4bf3888ddbdc318ee9cb6d2e0"
"TX020","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","10.5","04/03/2020","04/05/2020","04/12/2020","RECEIVED","3b08a8a20e95f25bac1ea9d004edb1d1511a37a4bf3888ddbdc318ee9cb6d2e0","5fa2434e5bb8b0d9450d1ce9575afc2dd1376e5e749aca2cd0573b22cd4ba4a7"
"TX021","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","11.2","04/04/2020","04/06/2020","4/13/2020","RECEIVED","5fa2434e5bb8b0d9450d1ce9575afc2dd1376e5e749aca2cd0573b22cd4ba4a7","74ea7293573c0dcb68c13f99e36bc140bca6ed3dbefa458a2039eb646c7abad8"
"TX022","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","9.75","04/05/2020","04/07/2020","4/14/2020","RECEIVED","74ea7293573c0dcb68c13f99e36bc140bca6ed3dbefa458a2039eb646c7abad8","cde8537cc37e5cd7e4e6f3240e5004c6692401053fafea14821849d20bed56ab"
"TX023","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","12","04/06/2020","04/08/2020","4/15/2020","RECEIVED","cde8537cc37e5cd7e4e6f3240e5004c6692401053fafea14821849d20bed56ab","2472988553a6151fc418651c9b625f037ebabe0d21f872245875b5e837ea3d04"
"TX024","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","11.3","04/07/2020","04/09/2020","4/16/2020","RECEIVED","2472988553a6151fc418651c9b625f037ebabe0d21f872245875b5e837ea3d04","4fe4a202f0ae881c97677248a4c8290d2d297b1b77d63258e668f635dd77dbaa"
"TX025","BATCH005","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","12.25","04/08/2020","04/10/2020","4/17/2020","RECEIVED","4fe4a202f0ae881c97677248a4c8290d2d297b1b77d63258e668f635dd77dbaa","ff763d83a010a6fd9d991eb246ebf7c6679a25c3fe22f59bd12ee41ad9d7ba3f"
"TX026","BATCH006","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","120.5","05/01/2020","05/03/2020","05/10/2020","RECEIVED","ff763d83a010a6fd9d991eb246ebf7c6679a25c3fe22f59bd12ee41ad9d7ba3f","c1d1065a16e322dbacf8f4f460e6154daa5b536dd6bd63e8acb637e9d75be7b1"
"TX027","BATCH006","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","130.75","05/02/2020","05/04/2020","05/11/2020","RECEIVED","c1d1065a16e322dbacf8f4f460e6154daa5b536dd6bd63e8acb637e9d75be7b1","dbdd32fc7dcfd51ef22ab2774f27d961986168a573fe92512a43a4f8ffb4d425"
"TX028","BATCH006","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","115.2","05/03/2020","05/05/2020","05/12/2020","RECEIVED","dbdd32fc7dcfd51ef22ab2774f27d961986168a573fe92512a43a4f8ffb4d425","0520b7d338803616c15afd59742fa6a049f79101dc552487d6bc4b61a0962259"
"TX029","BATCH006","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","121.75","05/04/2020","05/06/2020","5/13/2020","RECEIVED","0520b7d338803616c15afd59742fa6a049f79101dc552487d6bc4b61a0962259","855ea35f2de6723e9f26f195493517818f3861f5b0363aa1ecfd3602bbac1cbc"
"TX030","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.8","05/05/2020","05/07/2020","5/14/2020","RECEIVED","855ea35f2de6723e9f26f195493517818f3861f5b0363aa1ecfd3602bbac1cbc","b4df41442b9f6c87bcf31dd6f8f9a57c78e5e7a51f2492ea7e0add3e6edd5d90"
"TX031","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.9","05/06/2020","05/08/2020","5/15/2020","RECEIVED","b4df41442b9f6c87bcf31dd6f8f9a57c78e5e7a51f2492ea7e0add3e6edd5d90","2a708e7457c33a81c87ea84b4cb55d4b2594a5c4c8df1354a056243a1f3c1169"
"TX032","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.75","05/07/2020","05/09/2020","5/16/2020","RECEIVED","2a708e7457c33a81c87ea84b4cb55d4b2594a5c4c8df1354a056243a1f3c1169","785fddca32fdb3f969c78b5120cf0bf33a2f4dc90ee33c73b0600cc94a40a41b"
"TX033","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.85","05/08/2020","05/10/2020","5/17/2020","RECEIVED","785fddca32fdb3f969c78b5120cf0bf33a2f4dc90ee33c73b0600cc94a40a41b","972b1f0ca1bd1bee5ef09c1c5e81eae48230cc33d23ba3a0afb5422d0618ef07"
"TX034","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.7","05/09/2020","05/11/2020","5/18/2020","RECEIVED","972b1f0ca1bd1bee5ef09c1c5e81eae48230cc33d23ba3a0afb5422d0618ef07","9c40516761b5d7d43cf806418b9769dccb766dd65b9a81d10c61e891818228ac"
"TX035","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","0.6","05/10/2020","05/12/2020","5/19/2020","RECEIVED","9c40516761b5d7d43cf806418b9769dccb766dd65b9a81d10c61e891818228ac","c0a631da5b48096c1ccb8ce05e3dee657ca9951a6cce8668b31508fe124e31fb"
"TX036","BATCH007","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","1.35","05/11/2020","5/13/2020","5/20/2020","RECEIVED","c0a631da5b48096c1ccb8ce05e3dee657ca9951a6cce8668b31508fe124e31fb","d0816ef3c1a4c29bbc57d79c58b9a88fee91e49d34e0f96348df232471107e06"
"TX037","BATCH008","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","130.5","06/01/2020","06/03/2020","06/10/2020","RECEIVED","d0816ef3c1a4c29bbc57d79c58b9a88fee91e49d34e0f96348df232471107e06","d2e9cf4e6972e7472697e7e76a00bda79d8292946251b1f4b702f517ea43edbf"
"TX038","BATCH008","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","120.75","06/02/2020","06/04/2020","06/11/2020","RECEIVED","d2e9cf4e6972e7472697e7e76a00bda79d8292946251b1f4b702f517ea43edbf","51b4e6e7f1b44de0f24478bd338c61e1848eaacb9e2c0a0b7106f358443264b6"
"TX039","BATCH008","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","144.29","06/03/2020","06/05/2020","06/12/2020","RECEIVED","51b4e6e7f1b44de0f24478bd338c61e1848eaacb9e2c0a0b7106f358443264b6","e20f12aa4ddc160b1f36e6b3e3f051ecb8c017e1b3220c114c11e1e6f32f4f36"
"TX040","BATCH009","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","25.5","06/04/2020","06/06/2020","6/13/2020","RECEIVED","e20f12aa4ddc160b1f36e6b3e3f051ecb8c017e1b3220c114c11e1e6f32f4f36","d7989562a51c2923dadc78cd69a3dfda88e3825abd60fa131cae77c3e3a4cfe1"
"TX041","BATCH009","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","28.4","06/05/2020","06/07/2020","6/14/2020","RECEIVED","d7989562a51c2923dadc78cd69a3dfda88e3825abd60fa131cae77c3e3a4cfe1","359502032171a66eea128d94c20e43874fd041503c1b1947ff100016964638f5"
"TX042","BATCH009","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","26.75","06/06/2020","06/08/2020","6/15/2020","RECEIVED","359502032171a66eea128d94c20e43874fd041503c1b1947ff100016964638f5","5273d2809e52c34c906304425eab917432b6f43555133a6c4bab9926fcb64559"
"TX043","BATCH009","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","27.1","06/07/2020","06/09/2020","6/16/2020","RECEIVED","5273d2809e52c34c906304425eab917432b6f43555133a6c4bab9926fcb64559","35f28899cb2a8ede5211500511f701e0d05b6ff37a99be3751189a09bff49847"
"TX044","BATCH009","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","26.31","06/08/2020","06/10/2020","6/17/2020","RECEIVED","35f28899cb2a8ede5211500511f701e0d05b6ff37a99be3751189a09bff49847","10cd37bc6c2fa3ee0f1fc344ea4fa600fbdd8a6d722a57eb7c168efe55cac371"
"TX045","BATCH010","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","40.5","06/09/2020","06/11/2020","6/18/2020","RECEIVED","10cd37bc6c2fa3ee0f1fc344ea4fa600fbdd8a6d722a57eb7c168efe55cac371","50442e8e8029e70f61937374df0662a687458e9506f4493f0985461ffe106542"
"TX046","BATCH010","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","38.2","06/10/2020","06/12/2020","6/19/2020","RECEIVED","50442e8e8029e70f61937374df0662a687458e9506f4493f0985461ffe106542","e9d250798fe150bcfed0827ec7f70abfda76b74247e14260a8fb2111cfe32261"
"TX047","BATCH010","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","36.75","06/11/2020","6/13/2020","6/20/2020","RECEIVED","e9d250798fe150bcfed0827ec7f70abfda76b74247e14260a8fb2111cfe32261","bbd0afddda017a62c653e8c833f3aade8c63e34d2b94ceeaa693eb8e266c0ac7"
"TX048","BATCH010","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","39.66","06/12/2020","6/14/2020","6/21/2020","RECEIVED","bbd0afddda017a62c653e8c833f3aade8c63e34d2b94ceeaa693eb8e266c0ac7","df5ec2b4fc936641e89a7ecd6b4e9acd0e189ef6ced0cffb78b53ebe9a064c75"
"TX049","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","50.5","07/01/2020","07/03/2020","07/10/2020","RECEIVED","df5ec2b4fc936641e89a7ecd6b4e9acd0e189ef6ced0cffb78b53ebe9a064c75","56f6a2858c1c1c8492ea011d90085cb9a57a7fa9e6684c03c45f088da7fcc976"
"TX050","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","60.2","07/02/2020","07/04/2020","07/11/2020","RECEIVED","56f6a2858c1c1c8492ea011d90085cb9a57a7fa9e6684c03c45f088da7fcc976","4cdc520f35aff8ff253f234aa278cff3281f877254393f47a296f7e9b772a50a"
"TX051","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","55.75","07/03/2020","07/05/2020","07/12/2020","RECEIVED","4cdc520f35aff8ff253f234aa278cff3281f877254393f47a296f7e9b772a50a","f168037c7897f34bf20fb373b9395697795b317423a929af90dae3af3b93208f"
"TX052","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","52.3","07/04/2020","07/06/2020","7/13/2020","RECEIVED","f168037c7897f34bf20fb373b9395697795b317423a929af90dae3af3b93208f","59b9ce9c87d2c5ff9791b31b7ae6f020e057e4c0d3ea86f9a9a8a2bb0b43ac8d"
"TX053","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","54.1","07/05/2020","07/07/2020","7/14/2020","RECEIVED","59b9ce9c87d2c5ff9791b31b7ae6f020e057e4c0d3ea86f9a9a8a2bb0b43ac8d","c27b830e86e820d9bf32a5cc24d0c8467b56f7fa2632d31a62de1f0dbe98831f"
"TX054","BATCH011","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","INDIA","55.11","07/06/2020","07/08/2020","7/15/2020","RECEIVED","c27b830e86e820d9bf32a5cc24d0c8467b56f7fa2632d31a62de1f0dbe98831f","93bb45e05099fc0461f1452edf2d81a6e80dc745428cfe72bd96ddc62a2bb395"
"TX055","BATCH012","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","25.5","08/01/2020","08/03/2020","08/10/2020","RECEIVED","93bb45e05099fc0461f1452edf2d81a6e80dc745428cfe72bd96ddc62a2bb395","acd4c779645d1b41bd7f5f6cb2180ce15fccc54c48a3efeb4d92ecb596f4c666"
"TX056","BATCH012","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","26.75","08/02/2020","08/04/2020","08/11/2020","RECEIVED","acd4c779645d1b41bd7f5f6cb2180ce15fccc54c48a3efeb4d92ecb596f4c666","7b313b0965e025fb7a48047eb051105c820fa2989550063de9bec4c1b95b0f1c"
"TX057","BATCH012","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","MALAYSIA","25.3","08/03/2020","08/05/2020","08/12/2020","RECEIVED","7b313b0965e025fb7a48047eb051105c820fa2989550063de9bec4c1b95b0f1c","1716d177304daae74119f13da9d9d52edb3c08bd644937e66c7bb01260041020"
"TX058","BATCH013","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","110.5","08/04/2020","08/06/2020","8/13/2020","RECEIVED","1716d177304daae74119f13da9d9d52edb3c08bd644937e66c7bb01260041020","35bdb738c9767f743dae4f16d124f19f9c6a9ded7127e6656fab19e4bcaecc55"
"TX059","BATCH013","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","120.75","08/05/2020","08/07/2020","8/14/2020","RECEIVED","35bdb738c9767f743dae4f16d124f19f9c6a9ded7127e6656fab19e4bcaecc55","e0690e433896aabfaa05b56dd6a1b4d1d988068d90c988dc9b6e53fb1e16062a"
"TX060","BATCH013","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","115.2","08/06/2020","08/08/2020","8/15/2020","RECEIVED","e0690e433896aabfaa05b56dd6a1b4d1d988068d90c988dc9b6e53fb1e16062a","ae506481d2ca64594c6363ca97c3509ba41069e9bed242d5abbb0d322fdbe88c"
"TX061","BATCH013","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","108.4","08/07/2020","08/09/2020","8/16/2020","RECEIVED","ae506481d2ca64594c6363ca97c3509ba41069e9bed242d5abbb0d322fdbe88c","2638dd5cf7530cd8dccbdaa222c599ca8dbe8595060b7ec227fef0eca68cc099"
"TX062","BATCH013","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","GRESIK","NETHERLANDS","110.22","08/08/2020","08/10/2020","8/17/2020","RECEIVED","2638dd5cf7530cd8dccbdaa222c599ca8dbe8595060b7ec227fef0eca68cc099","5468fecfbdbbc67bf4898f82d8c409a042bd99a7c305a7497e242554940a0807"
"TX063","BATCH014","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","1.5","09/01/2020","09/03/2020","09/10/2020","RECEIVED","5468fecfbdbbc67bf4898f82d8c409a042bd99a7c305a7497e242554940a0807","433350c2faa0664388a846011df3d646e27a7e5f0398d6e79f496bf6d9cd74b0"
"TX064","BATCH014","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","1.8","09/02/2020","09/04/2020","09/11/2020","RECEIVED","433350c2faa0664388a846011df3d646e27a7e5f0398d6e79f496bf6d9cd74b0","da8be8fba6d0f49fd217c03c15d6ad8eff4c20e6bc0b58e2936cdbbd13942696"
"TX065","BATCH014","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","1.6","09/03/2020","09/05/2020","09/12/2020","RECEIVED","da8be8fba6d0f49fd217c03c15d6ad8eff4c20e6bc0b58e2936cdbbd13942696","0352f4ad08cd5aaf0ffd7beb7484b4433e70dfafb0fc89560db02ad70eb7bd33"
"TX066","BATCH014","ANGLO-EASTERN PLANTATION (AEP)","UNKNOWN","TANJUNG PERAK","SRI LANKA","2.04","09/04/2020","09/06/2020","9/13/2020","RECEIVED","0352f4ad08cd5aaf0ffd7beb7484b4433e70dfafb0fc89560db02ad70eb7bd33","25036f4f4b3ff3bba14145cff124120610d4f3623d6c4116d9c62913362db6ac"
"TX067","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","11.5","10/01/2020","10/03/2020","10/10/2020","RECEIVED","25036f4f4b3ff3bba14145cff124120610d4f3623d6c4116d9c62913362db6ac","46f57629bd10ce28c9b0ff89e75dfb820041238cc27a9d1e1c2a3f75e388f070"
"TX068","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","10.8","10/02/2020","10/04/2020","10/11/2020","RECEIVED","46f57629bd10ce28c9b0ff89e75dfb820041238cc27a9d1e1c2a3f75e388f070","68bd07212f7003b18a82f7d33cb01f1d33afe2b623220e064959e4fdaccab9dc"
"TX069","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","12.2","10/03/2020","10/05/2020","10/12/2020","RECEIVED","68bd07212f7003b18a82f7d33cb01f1d33afe2b623220e064959e4fdaccab9dc","d7b935019d39d4a1a59e02a299b6b6dcb6aef03c816d28dae0713e46481c9579"
"TX070","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","11.75","10/04/2020","10/06/2020","10/13/2020","RECEIVED","d7b935019d39d4a1a59e02a299b6b6dcb6aef03c816d28dae0713e46481c9579","340273ea3e8344a98cab5d5d2b3d97f9e6fa2804f98e1fcc2e965d5e0d8d8dbb"
"TX071","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","10.9","10/05/2020","10/07/2020","10/14/2020","RECEIVED","340273ea3e8344a98cab5d5d2b3d97f9e6fa2804f98e1fcc2e965d5e0d8d8dbb","2c82ea9e1596d397c158402cdb41e01075d29085a70a6a8858104994759fd283"
"TX072","BATCH015","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","INDIA","10.43","10/06/2020","10/08/2020","10/15/2020","RECEIVED","2c82ea9e1596d397c158402cdb41e01075d29085a70a6a8858104994759fd283","f23def26d890f25eaf59716dfa2c4c528dbdf6c30f4561934f0d73d2a3f1c2b1"
"TX073","BATCH016","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","5.5","10/07/2020","10/09/2020","10/16/2020","RECEIVED","f23def26d890f25eaf59716dfa2c4c528dbdf6c30f4561934f0d73d2a3f1c2b1","6f0889ab7b13a6e51d524720801450fc561d752534af0006960dcd23f3a50e0f"
"TX074","BATCH016","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","6.2","10/08/2020","10/10/2020","10/17/2020","RECEIVED","6f0889ab7b13a6e51d524720801450fc561d752534af0006960dcd23f3a50e0f","d03ed75d17180eb3993f9c66504d13a90de5a8bbf726e8a607bb4c456bf0eddd"
"TX075","BATCH016","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","5.8","10/09/2020","10/11/2020","10/18/2020","RECEIVED","d03ed75d17180eb3993f9c66504d13a90de5a8bbf726e8a607bb4c456bf0eddd","15630908c9d47caad502a8c9d12e3564cc09852e01f97649770b58a751cf3537"
"TX076","BATCH016","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","MALAYSIA","5.4","10/10/2020","10/12/2020","10/19/2020","RECEIVED","15630908c9d47caad502a8c9d12e3564cc09852e01f97649770b58a751cf3537","88ecd4265ba7eb03c9a7a38a553bd4f325fa88aff8812af6fa5d16bc37ccae2b"
"TX077","BATCH017","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","3.2","11/01/2020","11/03/2020","11/10/2020","RECEIVED","88ecd4265ba7eb03c9a7a38a553bd4f325fa88aff8812af6fa5d16bc37ccae2b","cbda4be9315d7929a495c1312e680270f95809100c1061da6e58c38f516f8f70"
"TX078","BATCH017","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","3.5","11/06/2020","11/04/2020","11/11/2020","RECEIVED","cbda4be9315d7929a495c1312e680270f95809100c1061da6e58c38f516f8f70","4f142533047df21783c0c5a666d672821c45455651cf4b112ca72621d4b998ed"
"TX079","BATCH017","ANGLO-EASTERN PLANTATION (AEP)","GIDEON AGRI","GRESIK","NETHERLANDS","3.1","11/07/2020","11/05/2020","11/12/2020","RECEIVED","4f142533047df21783c0c5a666d672821c45455651cf4b112ca72621d4b998ed","797f2b6d7363581df708dc513f1ac719bc4bd56a9428634a617b66cac544c2b9"
