transaction_id,exporter,importer,port,country,volume,created_at,previous_hash,current_hash
TX047,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1096.744283,3/26/2021,3b6a93d7822fba1d4b043a7fcf43dab0af2cdb189fc30961b7d7fcfdcaf0a54d,9856db992aba038850f2aff66bd8899812b0fa8397373d8fdbd4b5ee5e647306
TX048,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1520.170584,3/27/2021,9856db992aba038850f2aff66bd8899812b0fa8397373d8fdbd4b5ee5e647306,8a98cf99b620ba40408829687b4bac3fc9577c242b278080dff6655bd441e684
TX049,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1097.89574,3/29/2021,8a98cf99b620ba40408829687b4bac3fc9577c242b278080dff6655bd441e684,69614b248809f68bef9e8b90cb5d7cf208c3a94e4876659015b999e0a1e97ff5
TX050,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,730.7985026,3/31/2021,69614b248809f68bef9e8b90cb5d7cf208c3a94e4876659015b999e0a1e97ff5,7b3164986ae8230ce95be79a002d59ab45189345baed9d0854969a32c83b17bb
TX051,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,392.8126828,4/3/2021,7b3164986ae8230ce95be79a002d59ab45189345baed9d0854969a32c83b17bb,23406ed4b6d6c6c63b685c6083704f113ec4c882faa1ea6f6e0c4f65a69f50a3
TX052,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,168.1584777,4/4/2021,23406ed4b6d6c6c63b685c6083704f113ec4c882faa1ea6f6e0c4f65a69f50a3,c90c84b6656fec34be71cdaf7828f196023623ff8d2794680a7769c2dcf19da2
TX053,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,729.1979895,4/6/2021,c90c84b6656fec34be71cdaf7828f196023623ff8d2794680a7769c2dcf19da2,1fafb79978d5fd8b3a35b8e6dd414e557ccc19d0efea6ab650cd0c2473d55989
TX054,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,2047.899114,4/8/2021,1fafb79978d5fd8b3a35b8e6dd414e557ccc19d0efea6ab650cd0c2473d55989,41155567cbb2a9e8e4650507d9f070677885bb839e281c9067351465f9dea1f1
TX055,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1394.8753,4/10/2021,41155567cbb2a9e8e4650507d9f070677885bb839e281c9067351465f9dea1f1,8ca948326be3ac2d0155a98cd17b737abed5e8bf88de2f9879b7c197ec44d5a3
TX056,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,367.5071306,4/11/2021,8ca948326be3ac2d0155a98cd17b737abed5e8bf88de2f9879b7c197ec44d5a3,7ea2cb61886ce884d77f3a03e450a9601d52c1ac8f4a24070d7cf0d10edad914
TX057,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1501.424481,4/13/2021,7ea2cb61886ce884d77f3a03e450a9601d52c1ac8f4a24070d7cf0d10edad914,589e1203da6dd285d7f66eef9f3464c6da1838aebdb608f620cf946629d30418
TX058,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1332.599426,4/14/2021,589e1203da6dd285d7f66eef9f3464c6da1838aebdb608f620cf946629d30418,ec753a4137cf24e9eb940e23688db6de4c6da3666cd78930dc5732dcffb86e4a
TX059,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1000.003287,4/17/2021,ec753a4137cf24e9eb940e23688db6de4c6da3666cd78930dc5732dcffb86e4a,72a641492df3ec3a327456918be80b3faa3f649111c9e098522e1eae51516d5a
TX060,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,922.4744467,4/18/2021,72a641492df3ec3a327456918be80b3faa3f649111c9e098522e1eae51516d5a,a1c0fdaf9ffa90b2b057fecc7aed427a33248c6e9ba44f83944478229b569b18
TX061,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1729.713697,4/20/2021,a1c0fdaf9ffa90b2b057fecc7aed427a33248c6e9ba44f83944478229b569b18,a9dedbea21fb4dc630ac5e9f7baa46a8d68ae796db690c5bf71b49a26ea91bcc
TX062,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,854.7248524,4/22/2021,a9dedbea21fb4dc630ac5e9f7baa46a8d68ae796db690c5bf71b49a26ea91bcc,aba3849f4d01004c4aadf2ef5db808a3932e3e1cecbf29765456a5bcc86e148d
TX063,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,883.7709135,4/23/2021,aba3849f4d01004c4aadf2ef5db808a3932e3e1cecbf29765456a5bcc86e148d,f1b3e5c6d7d1374c4860ec017ed1d45eb673210888fda44e2d3a7c2af6f77f33
TX064,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,111.9495814,4/24/2021,f1b3e5c6d7d1374c4860ec017ed1d45eb673210888fda44e2d3a7c2af6f77f33,7fe8fdbb99dd1a68a5d8c74befc35c0cf5bcb5fa4847d2d3aa264a6f4a287b11
TX065,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1429.054503,4/27/2021,7fe8fdbb99dd1a68a5d8c74befc35c0cf5bcb5fa4847d2d3aa264a6f4a287b11,cb7234f3e1f09e7812da0e6c2e26c2af136c45b4828e7cf06eb88830b5697f31
TX066,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,581.9224557,4/28/2021,cb7234f3e1f09e7812da0e6c2e26c2af136c45b4828e7cf06eb88830b5697f31,3e100f98fb9f052bb54d66bdf4b731307b6cac9bf58503433382755050111944
TX067,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,293.5087174,5/1/2021,3e100f98fb9f052bb54d66bdf4b731307b6cac9bf58503433382755050111944,a695ac48fd54815d874160158a561be5143ae2cb3424fe7788eb29336e37fb3a
TX068,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,917.7879593,5/3/2021,a695ac48fd54815d874160158a561be5143ae2cb3424fe7788eb29336e37fb3a,bf620f6dc127af496054ce66fd027f052652e2ee8feace63d0c83723c2303474
TX069,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,185.8841755,5/6/2021,bf620f6dc127af496054ce66fd027f052652e2ee8feace63d0c83723c2303474,509ee80215681107a4506663544b09cd9f13668d43f843cc252db367df8a4baf
TX070,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,279.7996114,5/7/2021,509ee80215681107a4506663544b09cd9f13668d43f843cc252db367df8a4baf,e72f4951ef4771c887d03f1186c5e081faf3a375e0144cc986f94db6aed65682
TX071,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,121.3561194,5/9/2021,e72f4951ef4771c887d03f1186c5e081faf3a375e0144cc986f94db6aed65682,9f1a5bc5d6a02d5e8cd99154d45ebe5bd59979898b08f1c3c2272814d25a2429
TX072,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,2.038444617,5/11/2021,9f1a5bc5d6a02d5e8cd99154d45ebe5bd59979898b08f1c3c2272814d25a2429,34ffb245053b2493eec8ae762f367b6df226d0571d3b26d3f25d3ebad0cdd0c8
TX073,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,191.156,5/12/2021,34ffb245053b2493eec8ae762f367b6df226d0571d3b26d3f25d3ebad0cdd0c8,61143296da636d9282138c5971c1407b948dd4c160155832253d1813f6b01cd1
TX074,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,491.1107165,5/14/2021,61143296da636d9282138c5971c1407b948dd4c160155832253d1813f6b01cd1,8743708f87c3121785d8e17fb45cc57f2ec33717c7d72307e31eb9fd727d7532
TX075,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,436.2958421,5/17/2021,8743708f87c3121785d8e17fb45cc57f2ec33717c7d72307e31eb9fd727d7532,baa1fee2640da3129f9e5542ad9c35b70f0968a6f953361fc1ae00cf14620eaa
TX076,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,513.5207984,5/18/2021,baa1fee2640da3129f9e5542ad9c35b70f0968a6f953361fc1ae00cf14620eaa,a53445fb2a591eb22c98177740db8d3ea27f493ed7c97f75dbce279f8e21628c
TX077,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,98.34462703,5/20/2021,a53445fb2a591eb22c98177740db8d3ea27f493ed7c97f75dbce279f8e21628c,c6a83e32b80b101efbd92b62f975a80a4b34b8ffb4ee9db381e927279f3b4688
TX078,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,325.5085566,5/22/2021,c6a83e32b80b101efbd92b62f975a80a4b34b8ffb4ee9db381e927279f3b4688,0ad7a785ef7b1fae78bc93905c8d200c8a3d4ce9a035363635d37002af78b728
TX079,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1048.519706,5/23/2021,0ad7a785ef7b1fae78bc93905c8d200c8a3d4ce9a035363635d37002af78b728,1b36b420ac066753558d9880553a9ccfbb80a27a72be5a5bf673b78a9d9ae2a8
TX080,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,155.4662489,5/26/2021,1b36b420ac066753558d9880553a9ccfbb80a27a72be5a5bf673b78a9d9ae2a8,afa816dfd51f9ffe77890a3e862126b3aa0e4e3d82292c111d73e9ff5a1c35d9
TX081,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,112.0867107,5/27/2021,afa816dfd51f9ffe77890a3e862126b3aa0e4e3d82292c111d73e9ff5a1c35d9,74801e9a12ab3828a4b24b5947a1a57a609186c42267840c1dc6859f3603e0fb
TX082,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,231.012,5/30/2021,74801e9a12ab3828a4b24b5947a1a57a609186c42267840c1dc6859f3603e0fb,ef8639ae989cbd2207984e4a13f18870582d4d1a7ffadf4caf2f9601c82f72dc
TX083,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,34.7918124,5/31/2021,ef8639ae989cbd2207984e4a13f18870582d4d1a7ffadf4caf2f9601c82f72dc,60e5e4cded89e38c65e4e4d13fbe5737b95c38b3c1d0b10a2fce938351ef11ff
TX084,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,134.77,6/2/2021,60e5e4cded89e38c65e4e4d13fbe5737b95c38b3c1d0b10a2fce938351ef11ff,031d799b8d5ff18c9d0c2ea4556014a47980dab1421649ae79d135099776c2df
TX085,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,63.95630021,6/5/2021,031d799b8d5ff18c9d0c2ea4556014a47980dab1421649ae79d135099776c2df,bdae76e97da6a76d04d884f2abc59231394bcb6c28cbf53150b03aa3e5d29187
TX086,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,958.6311249,6/7/2021,bdae76e97da6a76d04d884f2abc59231394bcb6c28cbf53150b03aa3e5d29187,06cbd9651d701f4a840a0115fb6cec5c80ac3593e5ba7f0ee67d4a580bf46d34
TX087,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,84.53159156,6/9/2021,06cbd9651d701f4a840a0115fb6cec5c80ac3593e5ba7f0ee67d4a580bf46d34,b5a6b41d7b0f69085cc077783e2f241ce67bfd2c8670c720a3e1de76a1695bf9
TX088,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,577.8586939,6/12/2021,b5a6b41d7b0f69085cc077783e2f241ce67bfd2c8670c720a3e1de76a1695bf9,6a19f1438e5194a96d05e4f57c1754999760adce305db00f1b83dc36a33a91b7
TX089,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,659.1697048,6/15/2021,6a19f1438e5194a96d05e4f57c1754999760adce305db00f1b83dc36a33a91b7,e7caa55e3fbf752194e5252a06550aa2185cc5563dc64f833cc8b89d2cb5bd01
TX090,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,281.4425072,6/16/2021,e7caa55e3fbf752194e5252a06550aa2185cc5563dc64f833cc8b89d2cb5bd01,0d1b9e02f226b2c7177028c3ad9e02a97d1b3f2877f165b65c327c569b26b893
TX091,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,273.3357503,6/18/2021,0d1b9e02f226b2c7177028c3ad9e02a97d1b3f2877f165b65c327c569b26b893,58c0290c6b7fd337f8f4f45c199a7449149ecb4e16760d3075f194cfd528aed5
TX092,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,1072.958302,6/20/2021,58c0290c6b7fd337f8f4f45c199a7449149ecb4e16760d3075f194cfd528aed5,d882f232a2ee4c8aa1734e3491a64d951140f6ded34d1985ad020ca128d27a21
TX093,KARYAINDAH ALAM SEJAHTERA,GRESIK,GIDEON AGRI,INDIA,552.571741,6/22/2021,d882f232a2ee4c8aa1734e3491a64d951140f6ded34d1985ad020ca128d27a21,2158457f86036a65f47c6e72bf43e12de28748cce7016690e2053bf4582d5a4e
TX094,INDUSTRI NABATI LESTARI,KUALA TANJUNG,MMTC LIMITED,INDIA,0.768211647,6/24/2021,2158457f86036a65f47c6e72bf43e12de28748cce7016690e2053bf4582d5a4e,7c795737b3154ff521d8ca1fb7ffa427a16b7dcd4cecbb635087ae39a72fc93d
TX095,INDUSTRI NABATI LESTARI,KUALA TANJUNG,MMTC LIMITED,INDIA,0.628492526,6/25/2021,7c795737b3154ff521d8ca1fb7ffa427a16b7dcd4cecbb635087ae39a72fc93d,7471e92e6cfe151f24e5aa9e56a65b2043e70825a0eedc5a40ce9778ced30a3b
TX096,INDUSTRI NABATI LESTARI,KUALA TANJUNG,MMTC LIMITED,INDIA,0.052787463,6/28/2021,7471e92e6cfe151f24e5aa9e56a65b2043e70825a0eedc5a40ce9778ced30a3b,a2d191487bd6924ec8a1ef9fedbf1ecbfb0b160820c02195bc5c10b1774e2477
