transaction_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
TX035,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,105.8644828,2/10/2022,2/12/2022,2/22/2022,RECEIVED, , 
TX036,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,151.2285325,2/11/2022,2/13/2022,2/24/2022,RECEIVED, , 
TX037,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,282.7976163,2/12/2022,2/14/2022,2/26/2022,RECEIVED, , 
TX038,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,403.9793837,2/13/2022,2/15/2022,2/27/2022,RECEIVED, , 
TX039,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,283.5501237,2/14/2022,2/16/2022,2/28/2022,RECEIVED, , 
TX040,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,405.0543485,2/15/2022,2/17/2022,3/1/2022,RECEIVED, , 
TX041,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,108.6602547,2/20/2022,2/22/2022,3/2/2022,RECEIVED, , 
TX042,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,155.2223223,2/18/2022,2/20/2022,3/3/2022,RECEIVED, , 
TX043,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,241.2010204,2/22/2022,2/23/2022,3/1/2022,RECEIVED, , 
TX044,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,344.5582068,2/19/2022,2/21/2022,3/4/2022,RECEIVED, , 
TX045,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,686.4949176,2/25/2022,2/27/2022,3/7/2022,RECEIVED, , 
TX046,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,980.6652453,2/21/2022,2/22/2022,3/2/2022,RECEIVED, , 
TX047,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,384.5098812,2/26/2022,2/27/2022,3/6/2022,RECEIVED, , 
TX048,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,549.2764292,2/24/2022,2/26/2022,3/8/2022,RECEIVED, , 
TX049,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,372.9614636,2/23/2022,2/25/2022,3/9/2022,RECEIVED, , 
TX050,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,532.7793926,2/27/2022,3/1/2022,3/10/2022,RECEIVED, , 
TX051,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,630.1158907,3/2/2022,3/4/2022,3/14/2022,RECEIVED, , 
TX052,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,900.1272095,3/1/2022,3/3/2022,3/15/2022,RECEIVED, , 
TX053,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,759.9796866,3/4/2022,3/6/2022,3/18/2022,RECEIVED, , 
TX054,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,1085.639014,3/3/2022,3/5/2022,3/13/2022,RECEIVED, , 
TX055,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,371.1377471,3/6/2022,3/7/2022,3/15/2022,RECEIVED, , 
TX056,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,530.1741943,3/5/2022,3/7/2022,3/17/2022,RECEIVED, , 
TX057,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,5.592352869,3/8/2022,3/9/2022,3/20/2022,RECEIVED, , 
TX058,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,7.988735178,3/7/2022,3/9/2022,3/18/2022,RECEIVED, , 
TX059,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,8.792799008,3/10/2022,3/12/2022,3/23/2022,RECEIVED, , 
TX060,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,12.56060631,3/9/2022,3/11/2022,3/25/2022,RECEIVED, , 
TX061,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,6.648455078,4/2/2022,4/4/2022,4/13/2022,RECEIVED, , 
TX062,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,9.497388345,4/5/2022,4/6/2022,4/17/2022,RECEIVED, , 
TX063,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.828190957,4/3/2022,4/5/2022,4/18/2022,RECEIVED, , 
TX064,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,1.449310986,4/8/2022,4/10/2022,4/22/2022,RECEIVED, , 
TX065,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,3.312669622,4/7/2022,4/8/2022,4/16/2022,RECEIVED, , 
TX066,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.931687497,4/10/2022,4/12/2022,4/23/2022,RECEIVED, , 
TX067,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,337.8668844,4/12/2022,4/14/2022,4/25/2022,RECEIVED, , 
TX068,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,591.2575875,4/14/2022,4/15/2022,4/27/2022,RECEIVED, , 
TX069,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,1351.429105,4/13/2022,4/15/2022,4/24/2022,RECEIVED, , 
TX070,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,380.0890954,4/16/2022,4/18/2022,4/29/2022,RECEIVED, , 
TX071,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.125892684,5/1/2022,5/3/2022,5/12/2022,RECEIVED, , 
TX072,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.220308673,5/2/2022,5/4/2022,5/14/2022,RECEIVED, , 
TX073,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.503556417,5/4/2022,5/6/2022,5/17/2022,RECEIVED, , 
TX074,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.141625116,5/6/2022,5/7/2022,5/19/2022,RECEIVED, , 
TX075,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,45.4797357,5/5/2022,5/7/2022,5/18/2022,RECEIVED, , 
TX076,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,354.4945766,5/7/2022,5/9/2022,5/21/2022,RECEIVED, , 
TX077,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,27.34828457,5/10/2022,5/12/2022,5/23/2022,RECEIVED, , 
TX078,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,213.1678738,5/12/2022,5/14/2022,5/26/2022,RECEIVED, , 
TX079,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,23.6086074,5/11/2022,5/13/2022,5/25/2022,RECEIVED, , 
TX080,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,184.0187318,5/14/2022,5/16/2022,5/28/2022,RECEIVED, , 
TX081,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,48.69441435,6/2/2022,6/4/2022,6/13/2022,RECEIVED, , 
TX082,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,379.5515857,6/3/2022,6/5/2022,6/15/2022,RECEIVED, , 
TX083,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,44.6232161,6/5/2022,6/7/2022,6/18/2022,RECEIVED, , 
TX084,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,347.8183824,6/7/2022,6/9/2022,6/20/2022,RECEIVED, , 
TX085,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.626146425,6/6/2022,6/8/2022,6/22/2022,RECEIVED, , 
TX086,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,4.880536541,6/9/2022,6/11/2022,6/24/2022,RECEIVED, , 
TX087,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,14.13226106,6/11/2022,6/13/2022,6/26/2022,RECEIVED, , 
TX088,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,110.1547716,6/13/2022,6/15/2022,6/28/2022,RECEIVED, , 
TX089,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,5.24223236,6/12/2022,6/14/2022,6/27/2022,RECEIVED, , 
TX090,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,40.86090019,6/15/2022,6/17/2022,6/30/2022,RECEIVED, , 
TX091,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,72.25360813,7/2/2022,7/4/2022,7/13/2022,RECEIVED, , 
TX092,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,563.18516,7/3/2022,7/5/2022,7/15/2022,RECEIVED, , 
TX093,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,0.116894381,7/4/2022,7/5/2022,7/13/2022,RECEIVED, , 
TX094,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,0.91114039,7/5/2022,7/7/2022,7/16/2022,RECEIVED, , 
TX095,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,0.262602632,7/6/2022,7/8/2022,7/18/2022,RECEIVED, , 
TX096,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,2.046872248,7/8/2022,7/9/2022,7/17/2022,RECEIVED, , 
TX097,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,335.3039028,7/9/2022,7/11/2022,7/20/2022,RECEIVED, , 
TX098,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,586.7724413,7/10/2022,7/11/2022,7/21/2022,RECEIVED, , 
TX099,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,1341.17747,7/11/2022,7/13/2022,7/23/2022,RECEIVED, , 
TX100,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,377.2058256,7/12/2022,7/13/2022,7/22/2022,RECEIVED, , 
TX101,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,78.00116982,7/15/2022,7/17/2022,7/26/2022,RECEIVED, , 
TX102,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,136.4998632,7/16/2022,7/18/2022,7/28/2022,RECEIVED, , 
TX103,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,311.9958066,7/18/2022,7/20/2022,7/30/2022,RECEIVED, , 
TX104,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,87.74874201,7/17/2022,7/19/2022,7/31/2022,RECEIVED, , 
TX105,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,49.8522696,7/19/2022,7/20/2022,7/29/2022,RECEIVED, , 
TX106,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,388.5765591,7/20/2022,7/22/2022,8/2/2022,RECEIVED, , 
TX107,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,7.380715481,7/22/2022,7/24/2022,8/4/2022,RECEIVED, , 
TX108,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,57.52943744,7/23/2022,7/25/2022,8/6/2022,RECEIVED, , 
TX109,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,52.51324099,7/21/2022,7/23/2022,8/1/2022,RECEIVED, , 
TX110,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,409.3176631,7/24/2022,7/26/2022,8/7/2022,RECEIVED, , 
TX111,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,4.868460819,8/1/2022,8/2/2022,8/10/2022,RECEIVED, , 
TX112,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,8.519670116,8/2/2022,8/4/2022,8/14/2022,RECEIVED, , 
TX113,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,19.47328949,8/4/2022,8/6/2022,8/16/2022,RECEIVED, , 
TX114,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,5.476857762,8/5/2022,8/7/2022,8/18/2022,RECEIVED, , 
TX115,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.277300457,8/3/2022,8/5/2022,8/15/2022,RECEIVED, , 
TX116,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,2.161435346,8/6/2022,8/8/2022,8/20/2022,RECEIVED, , 
TX117,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.173152524,8/8/2022,8/10/2022,8/22/2022,RECEIVED, , 
TX118,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,1.349647918,8/9/2022,8/11/2022,8/24/2022,RECEIVED, , 
TX119,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.313478912,8/7/2022,8/9/2022,8/21/2022,RECEIVED, , 
TX120,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,2.443430522,8/10/2022,8/12/2022,8/26/2022,RECEIVED, , 
TX121,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,6.67E-05,9/1/2022,9/3/2022,9/12/2022,RECEIVED, , 
TX122,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.000519711,9/2/2022,9/4/2022,9/14/2022,RECEIVED, , 
TX123,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,23.01026623,9/4/2022,9/6/2022,9/17/2022,RECEIVED, , 
TX124,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,40.26732161,9/5/2022,9/7/2022,9/19/2022,RECEIVED, , 
TX125,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,92.0384475,9/6/2022,9/8/2022,9/21/2022,RECEIVED, , 
TX126,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,25.88579017,9/7/2022,9/9/2022,9/23/2022,RECEIVED, , 
TX127,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,110.1353094,9/9/2022,9/11/2022,9/25/2022,RECEIVED, , 
TX128,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,192.7337077,9/10/2022,9/12/2022,9/27/2022,RECEIVED, , 
TX129,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,440.5287099,9/8/2022,9/10/2022,9/24/2022,RECEIVED, , 
TX130,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,123.8985887,9/11/2022,9/13/2022,9/29/2022,RECEIVED, , 
TX131,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,283.3751625,10/2/2022,10/4/2022,10/13/2022,RECEIVED, , 
TX132,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,495.8985998,10/3/2022,10/5/2022,10/15/2022,RECEIVED, , 
TX133,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,1133.468416,10/4/2022,10/5/2022,10/13/2022,RECEIVED, , 
TX134,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,318.7877064,10/5/2022,10/7/2022,10/16/2022,RECEIVED, , 
TX135,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,402.8542473,10/6/2022,10/8/2022,10/18/2022,RECEIVED, , 
TX136,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,704.9836528,10/8/2022,10/9/2022,10/17/2022,RECEIVED, , 
TX137,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,1611.371164,10/9/2022,10/11/2022,10/20/2022,RECEIVED, , 
TX138,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,453.197734,10/10/2022,10/11/2022,10/21/2022,RECEIVED, , 
TX139,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,426.3691393,10/11/2022,10/13/2022,10/23/2022,RECEIVED, , 
TX140,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,746.1340554,10/12/2022,10/13/2022,10/22/2022,RECEIVED, , 
TX141,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,1705.428058,10/15/2022,10/17/2022,10/26/2022,RECEIVED, , 
TX142,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,479.6512115,10/16/2022,10/18/2022,10/28/2022,RECEIVED, , 
TX143,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,124.5167499,10/18/2022,10/20/2022,10/30/2022,RECEIVED, , 
TX144,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,217.9008259,10/19/2022,10/21/2022,11/1/2022,RECEIVED, , 
TX145,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,498.0528358,10/20/2022,10/21/2022,10/29/2022,RECEIVED, , 
TX146,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,140.0772346,10/21/2022,10/23/2022,11/3/2022,RECEIVED, , 
TX147,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,305.2287134,10/23/2022,10/25/2022,11/5/2022,RECEIVED, , 
TX148,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,534.1417021,10/24/2022,10/26/2022,11/7/2022,RECEIVED, , 
TX149,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,1220.880134,10/22/2022,10/24/2022,11/2/2022,RECEIVED, , 
TX150,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,343.3722301,10/25/2022,10/27/2022,11/8/2022,RECEIVED, , 
TX151,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,21.97141401,11/1/2022,11/2/2022,11/10/2022,RECEIVED, , 
TX152,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,171.2575279,11/2/2022,11/4/2022,11/14/2022,RECEIVED, , 
TX153,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,8.908008659,11/4/2022,11/6/2022,11/16/2022,RECEIVED, , 
TX154,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,69.43401736,11/5/2022,11/7/2022,11/18/2022,RECEIVED, , 
TX155,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,11.13171207,11/3/2022,11/5/2022,11/15/2022,RECEIVED, , 
TX156,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,86.76680933,11/6/2022,11/8/2022,11/20/2022,RECEIVED, , 
TX157,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,5.743476074,11/8/2022,11/10/2022,11/22/2022,RECEIVED, , 
TX158,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,44.76787493,11/9/2022,11/11/2022,11/24/2022,RECEIVED, , 
TX159,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,13.84087498,11/7/2022,11/9/2022,11/21/2022,RECEIVED, , 
TX160,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,107.8835451,11/10/2022,11/12/2022,11/26/2022,RECEIVED, , 
TX161,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,23.48961414,12/1/2022,12/2/2022,12/7/2022,RECEIVED, , 
TX162,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,183.0912315,12/2/2022,12/4/2022,12/10/2022,RECEIVED, , 
TX163,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.006272406,12/4/2022,12/6/2022,12/12/2022,RECEIVED, , 
TX164,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.010976535,12/5/2022,12/7/2022,12/13/2022,RECEIVED, , 
TX165,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,0.025088911,12/6/2022,12/8/2022,12/14/2022,RECEIVED, , 
TX166,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,0.00705625,12/7/2022,12/9/2022,12/15/2022,RECEIVED, , 
TX167,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,48.34783651,12/8/2022,12/10/2022,12/16/2022,RECEIVED, , 
TX168,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,376.8501635,12/9/2022,12/11/2022,12/17/2022,RECEIVED, , 
TX169,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,141.740262,12/10/2022,12/12/2022,12/18/2022,RECEIVED, , 
TX170,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,248.0414898,12/11/2022,12/13/2022,12/19/2022,RECEIVED, , 
TX171,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,INDIA,566.944925,12/12/2022,12/14/2022,12/20/2022,RECEIVED, , 
TX172,PERKEBUNAN NUSANTARA V,CARGILL,DUMAI,NETHERLANDS,159.4531173,12/13/2022,12/15/2022,12/22/2022,RECEIVED, , 
TX173,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,254.9346097,12/14/2022,12/15/2022,12/21/2022,RECEIVED, , 
TX174,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,446.1284288,12/15/2022,12/17/2022,12/23/2022,RECEIVED, , 
TX175,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,ITALY,1019.70944,12/16/2022,12/18/2022,12/24/2022,RECEIVED, , 
TX176,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,NETHERLANDS,286.793023,12/17/2022,12/18/2022,12/25/2022,RECEIVED, , 
TX177,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,GERMANY,19.4647573,12/18/2022,12/20/2022,12/26/2022,RECEIVED, , 
TX178,PERKEBUNAN NUSANTARA III,CARGILL,DUMAI,INDIA,34.06278027,12/19/2022,12/20/2022,12/27/2022,RECEIVED, , 
